,Descrição,Valor,Deputado,Data
2400,Combustíveis e Lubrificantes Automotivos,"5.000,00",NIZO COSTA,01/10/2019
2401,Convênio com Plano de Saúde,"1.996,05",NIZO COSTA,01/10/2019
2402,Divulgação das Atividades Parlamentares,"8.000,00",NIZO COSTA,01/10/2019
2403,Locação de Veículos,"10.200,00",NIZO COSTA,01/10/2019
2404,Serviços Gráficos e Editoriais,"2.499,36",NIZO COSTA,01/10/2019
2405,Serviços de Telecomunicações - Pacote de Dados,"342,20",NIZO COSTA,01/10/2019
2406,Vale-Refeição e Vale-Alimentação,"4.140,90",NIZO COSTA,01/10/2019
2407,Combustíveis e Lubrificantes Automotivos,"1.500,00",PATRICIA AGUIAR,01/10/2019
2408,Despesas de Teleprocessamento,"4.000,00",PATRICIA AGUIAR,01/10/2019
2409,Divulgação das Atividades Parlamentares,"14.000,00",PATRICIA AGUIAR,01/10/2019
2410,Serviços Técnicos Profissionais,"12.600,00",PATRICIA AGUIAR,01/10/2019
2411,Serviços de Telecomunicações - Pacote de Dados,"1.562,06",PATRICIA AGUIAR,01/10/2019
2412,Vale-Refeição e Vale-Alimentação,"4.815,00",PATRICIA AGUIAR,01/10/2019
2413,Combustíveis e Lubrificantes Automotivos,"6.000,00",QUEIROZ FILHO,01/10/2019
2414,Convênio com Plano de Saúde,"1.456,01",QUEIROZ FILHO,01/10/2019
2415,Hospedagens,"1.417,78",QUEIROZ FILHO,01/10/2019
2416,Passagens Aéreas,"5.776,86",QUEIROZ FILHO,01/10/2019
2417,Serviços de Telecomunicações - Pacote de Dados,"168,35",QUEIROZ FILHO,01/10/2019
2418,Vale-Refeição e Vale-Alimentação,"4.815,00",QUEIROZ FILHO,01/10/2019
2419,Combustíveis e Lubrificantes Automotivos,"2.600,00",RENATO ROSENO,01/10/2019
2420,Locação de Veículos,"5.037,44",RENATO ROSENO,01/10/2019
2421,Passagens Aéreas,"4.699,95",RENATO ROSENO,01/10/2019
2422,Serviços Técnicos Profissionais,"1.440,00",RENATO ROSENO,01/10/2019
2423,Serviços de Telecomunicações - Pacote de Dados,"389,39",RENATO ROSENO,01/10/2019
2424,Vale-Refeição e Vale-Alimentação,"4.815,00",RENATO ROSENO,01/10/2019
2425,Combustíveis e Lubrificantes Automotivos,"700,00",ROMEU ALDIGUERI,01/10/2019
2426,Convênio com Plano de Saúde,"2.212,03",ROMEU ALDIGUERI,01/10/2019
2427,Divulgação das Atividades Parlamentares,"1.000,00",ROMEU ALDIGUERI,01/10/2019
2428,Serviços Técnicos Profissionais,"13.040,00",ROMEU ALDIGUERI,01/10/2019
2429,Vale-Refeição e Vale-Alimentação,"4.815,00",ROMEU ALDIGUERI,01/10/2019
2430,Combustíveis e Lubrificantes Automotivos,"6.000,00",SALMITO,01/10/2019
2431,Despesas de Teleprocessamento,"99,90",SALMITO,01/10/2019
2432,Hospedagens,"2.758,31",SALMITO,01/10/2019
2433,Locação de Veículos,"9.350,00",SALMITO,01/10/2019
2434,Passagens Aéreas,"7.561,20",SALMITO,01/10/2019
2435,Serviços de Telecomunicações - Pacote de Dados,"196,96",SALMITO,01/10/2019
2436,Vale-Refeição e Vale-Alimentação,"4.815,00",SALMITO,01/10/2019
2437,Combustíveis e Lubrificantes Automotivos,"6.000,00",SERGIO AGUIAR,01/10/2019
2438,Divulgação das Atividades Parlamentares,"5.700,00",SERGIO AGUIAR,01/10/2019
2439,Passagens Aéreas,"5.587,10",SERGIO AGUIAR,01/10/2019
2440,Seguros em Geral,"1.049,81",SERGIO AGUIAR,01/10/2019
2441,Serviços Técnicos Profissionais,"8.100,00",SERGIO AGUIAR,01/10/2019
2442,Serviços de Comunicação em Geral,"204,35",SERGIO AGUIAR,01/10/2019
2443,Serviços de Telecomunicações - Pacote de Dados,"1.511,05",SERGIO AGUIAR,01/10/2019
2444,Vale-Refeição e Vale-Alimentação,"4.815,00",SERGIO AGUIAR,01/10/2019
2445,Combustíveis e Lubrificantes Automotivos,"6.000,00",TIN GOMES,01/10/2019
2446,Convênio com Plano de Saúde,"6.398,63",TIN GOMES,01/10/2019
2447,Divulgação das Atividades Parlamentares,"3.400,00",TIN GOMES,01/10/2019
2448,Locação de Veículos,"5.100,00",TIN GOMES,01/10/2019
2449,Passagens Aéreas,"9.100,09",TIN GOMES,01/10/2019
2450,Serviços Técnicos Profissionais,"5.940,00",TIN GOMES,01/10/2019
2451,Serviços de Telecomunicações - Pacote de Dados,"2.127,70",TIN GOMES,01/10/2019
2452,Vale-Refeição e Vale-Alimentação,"4.815,00",TIN GOMES,01/10/2019
2453,Combustíveis e Lubrificantes Automotivos,"6.000,00",TONY BRITO,01/10/2019
2454,Divulgação das Atividades Parlamentares,"8.540,00",TONY BRITO,01/10/2019
2455,Locação de Veículos,"3.570,00",TONY BRITO,01/10/2019
2456,Serviços Gráficos e Editoriais,"9.560,00",TONY BRITO,01/10/2019
2457,Vale-Refeição e Vale-Alimentação,"4.815,00",TONY BRITO,01/10/2019
2458,Combustíveis e Lubrificantes Automotivos,"6.000,00",VITOR VALIM,01/10/2019
2459,Despesas de Teleprocessamento,"99,90",VITOR VALIM,01/10/2019
2460,Serviços Técnicos Profissionais,"4.000,00",VITOR VALIM,01/10/2019
2461,Serviços de Telecomunicações - Pacote de Dados,"1.326,42",VITOR VALIM,01/10/2019
2462,Vale-Refeição e Vale-Alimentação,"3.852,00",VITOR VALIM,01/10/2019
2463,Combustíveis e Lubrificantes Automotivos,"6.000,00",WALTER CAVALCANTE,01/10/2019
2464,Despesas de Teleprocessamento,"1.000,00",WALTER CAVALCANTE,01/10/2019
2465,Divulgação das Atividades Parlamentares,"2.500,00",WALTER CAVALCANTE,01/10/2019
2466,Hospedagens,"-2.016,80",WALTER CAVALCANTE,01/10/2019
2467,Seguros em Geral,"1.453,18",WALTER CAVALCANTE,01/10/2019
2468,Serviços Técnicos Profissionais,"5.400,00",WALTER CAVALCANTE,01/10/2019
2469,Serviços de Comunicação em Geral,"6.144,82",WALTER CAVALCANTE,01/10/2019
2470,Serviços de Telecomunicações - Pacote de Dados,"1.479,35",WALTER CAVALCANTE,01/10/2019
2471,Vale-Refeição e Vale-Alimentação,"3.852,00",WALTER CAVALCANTE,01/10/2019
2472,Combustíveis e Lubrificantes Automotivos,"6.000,00",ADERLANIA NORONHA,01/11/2019
2473,Convênio com Plano de Saúde,"1.779,84",ADERLANIA NORONHA,01/11/2019
2474,Divulgação das Atividades Parlamentares,"6.600,00",ADERLANIA NORONHA,01/11/2019
2475,Passagens Aéreas,"3.878,43",ADERLANIA NORONHA,01/11/2019
2476,Passagens Terrestres,"328,90",ADERLANIA NORONHA,01/11/2019
2477,Serviços Técnicos Profissionais,"7.020,00",ADERLANIA NORONHA,01/11/2019
2478,Serviços de Telecomunicações - Pacote de Dados,"307,37",ADERLANIA NORONHA,01/11/2019
2479,Vale-Refeição e Vale-Alimentação,"4.815,00",ADERLANIA NORONHA,01/11/2019
2480,Combustíveis e Lubrificantes Automotivos,"2.500,00",ANDRE FERNANDES,01/11/2019
2481,Convênio com Plano de Saúde,"919,57",ANDRE FERNANDES,01/11/2019
2482,Despesas de Teleprocessamento,"199,80",ANDRE FERNANDES,01/11/2019
2483,Divulgação das Atividades Parlamentares,"2.000,00",ANDRE FERNANDES,01/11/2019
2484,Passagens Aéreas,"3.621,64",ANDRE FERNANDES,01/11/2019
2485,Vale-Refeição e Vale-Alimentação,"4.815,00",ANDRE FERNANDES,01/11/2019
2486,Assinaturas de Periódicos e Anuidades,"417,81",ANTONIO GRANJA,01/11/2019
2487,Combustíveis e Lubrificantes Automotivos,"6.000,00",ANTONIO GRANJA,01/11/2019
2488,Convênio com Plano de Saúde,"4.560,58",ANTONIO GRANJA,01/11/2019
2489,Divulgação das Atividades Parlamentares,"8.000,00",ANTONIO GRANJA,01/11/2019
2490,Locação de Veículos,"7.480,00",ANTONIO GRANJA,01/11/2019
2491,Serviços Técnicos Profissionais,"8.280,00",ANTONIO GRANJA,01/11/2019
2492,Serviços de Telecomunicações - Pacote de Dados,"485,59",ANTONIO GRANJA,01/11/2019
2493,Vale-Refeição e Vale-Alimentação,"3.852,00",ANTONIO GRANJA,01/11/2019
2494,Assinaturas de Periódicos e Anuidades,"370,40",AP. LUIZ HENRIQUE,01/11/2019
2495,Combustíveis e Lubrificantes Automotivos,"6.000,00",AP. LUIZ HENRIQUE,01/11/2019
2496,Convênio com Plano de Saúde,"2.431,77",AP. LUIZ HENRIQUE,01/11/2019
2497,Despesas de Teleprocessamento,"189,80",AP. LUIZ HENRIQUE,01/11/2019
2498,Divulgação das Atividades Parlamentares,"5.600,00",AP. LUIZ HENRIQUE,01/11/2019
2499,Locação de Aeronaves,"7.299,93",AP. LUIZ HENRIQUE,01/11/2019
2500,Locação de Veículos,"10.956,50",AP. LUIZ HENRIQUE,01/11/2019
2501,Serviços de Telecomunicações - Pacote de Dados,"663,58",AP. LUIZ HENRIQUE,01/11/2019
2502,Vale-Refeição e Vale-Alimentação,"4.815,00",AP. LUIZ HENRIQUE,01/11/2019
2503,Combustíveis e Lubrificantes Automotivos,"6.000,00",AUDIC MOTA,01/11/2019
2504,Convênio com Plano de Saúde,"1.354,14",AUDIC MOTA,01/11/2019
2505,Divulgação das Atividades Parlamentares,"4.650,00",AUDIC MOTA,01/11/2019
2506,Locação de Veículos,"5.414,50",AUDIC MOTA,01/11/2019
2507,Seguros em Geral,"504,04",AUDIC MOTA,01/11/2019
2508,Serviços de Telecomunicações - Pacote de Dados,"1.104,03",AUDIC MOTA,01/11/2019
2509,Vale-Refeição e Vale-Alimentação,"4.815,00",AUDIC MOTA,01/11/2019
2510,Combustíveis e Lubrificantes Automotivos,"6.000,00",AUGUSTA BRITO,01/11/2019
2511,Convênio com Plano de Saúde,"2.725,16",AUGUSTA BRITO,01/11/2019
2512,Passagens Terrestres,"951,76",AUGUSTA BRITO,01/11/2019
2513,Serviços Técnicos Profissionais,"12.020,00",AUGUSTA BRITO,01/11/2019
2514,Serviços de Telecomunicações - Pacote de Dados,"1.306,77",AUGUSTA BRITO,01/11/2019
2515,Vale-Refeição e Vale-Alimentação,"4.815,00",AUGUSTA BRITO,01/11/2019
2516,Combustíveis e Lubrificantes Automotivos,"5.300,00",CARLOS FELIPE,01/11/2019
2517,Divulgação das Atividades Parlamentares,"8.000,00",CARLOS FELIPE,01/11/2019
2518,Passagens Aéreas,"620,03",CARLOS FELIPE,01/11/2019
2519,Passagens Terrestres,"5.666,33",CARLOS FELIPE,01/11/2019
2520,Serviços Técnicos Profissionais,"10.600,00",CARLOS FELIPE,01/11/2019
2521,Vale-Refeição e Vale-Alimentação,"4.815,00",CARLOS FELIPE,01/11/2019
2522,Combustíveis e Lubrificantes Automotivos,"6.000,00",DANNIEL OLIVEIRA,01/11/2019
2523,Divulgação das Atividades Parlamentares,"2.150,00",DANNIEL OLIVEIRA,01/11/2019
2524,Hospedagens,"1.558,42",DANNIEL OLIVEIRA,01/11/2019
2525,Passagens Aéreas,"6.850,95",DANNIEL OLIVEIRA,01/11/2019
2526,Passagens Terrestres,"1.767,56",DANNIEL OLIVEIRA,01/11/2019
2527,Serviços de Telecomunicações - Pacote de Dados,"879,78",DANNIEL OLIVEIRA,01/11/2019
2528,Vale-Refeição e Vale-Alimentação,"4.815,00",DANNIEL OLIVEIRA,01/11/2019
2529,Combustíveis e Lubrificantes Automotivos,"6.000,00",DAVID DURAND,01/11/2019
2530,Locação de Veículos,"15.810,00",DAVID DURAND,01/11/2019
2531,Serviços de Telecomunicações - Pacote de Dados,"639,25",DAVID DURAND,01/11/2019
2532,Vale-Refeição e Vale-Alimentação,"4.815,00",DAVID DURAND,01/11/2019
2533,Combustíveis e Lubrificantes Automotivos,"6.000,00",DELEGADO CAVALCANTE,01/11/2019
2534,Convênio com Plano de Saúde,"3.073,84",DELEGADO CAVALCANTE,01/11/2019
2535,Despesas de Teleprocessamento,"348,66",DELEGADO CAVALCANTE,01/11/2019
2536,Hospedagens,"5.329,80",DELEGADO CAVALCANTE,01/11/2019
2537,Passagens Aéreas,"15.914,05",DELEGADO CAVALCANTE,01/11/2019
2538,Serviços de Comunicação em Geral,"79,02",DELEGADO CAVALCANTE,01/11/2019
2539,Serviços de Telecomunicações - Pacote de Dados,"383,62",DELEGADO CAVALCANTE,01/11/2019
2540,Vale-Refeição e Vale-Alimentação,"4.815,00",DELEGADO CAVALCANTE,01/11/2019
2541,Combustíveis e Lubrificantes Automotivos,"6.000,00",DR. SARTO,01/11/2019
2542,Convênio com Plano de Saúde,"3.439,15",DR. SARTO,01/11/2019
2543,Despesas de Teleprocessamento,"610,53",DR. SARTO,01/11/2019
2544,Divulgação das Atividades Parlamentares,"8.000,00",DR. SARTO,01/11/2019
2545,Locação de Veículos,"10.200,00",DR. SARTO,01/11/2019
2546,Serviços Técnicos Profissionais,"27.540,00",DR. SARTO,01/11/2019
2547,Vale-Refeição e Vale-Alimentação,"3.852,00",DR. SARTO,01/11/2019
2548,Combustíveis e Lubrificantes Automotivos,"6.000,00",DRA SILVANA,01/11/2019
2549,Divulgação das Atividades Parlamentares,"8.500,00",DRA SILVANA,01/11/2019
2550,Serviços de Telecomunicações - Pacote de Dados,"1.749,89",DRA SILVANA,01/11/2019
2551,Vale-Refeição e Vale-Alimentação,"4.815,00",DRA SILVANA,01/11/2019
2552,Combustíveis e Lubrificantes Automotivos,"4.000,00",EDILARDO EUFRASIO,01/11/2019
2553,Divulgação das Atividades Parlamentares,"10.000,00",EDILARDO EUFRASIO,01/11/2019
2554,Serviços Técnicos Profissionais,"8.000,00",EDILARDO EUFRASIO,01/11/2019
2555,Vale-Refeição e Vale-Alimentação,"2.889,00",EDILARDO EUFRASIO,01/11/2019
2556,Combustíveis e Lubrificantes Automotivos,"1.050,00",ELMANO,01/11/2019
2557,Divulgação das Atividades Parlamentares,"1.000,00",ELMANO,01/11/2019
2558,Serviços de Telecomunicações - Pacote de Dados,"411,01",ELMANO,01/11/2019
2559,Vale-Refeição e Vale-Alimentação,"2.648,25",ELMANO,01/11/2019
2560,Combustíveis e Lubrificantes Automotivos,"6.000,00",ERIKA AMORIM,01/11/2019
2561,Divulgação das Atividades Parlamentares,"8.750,00",ERIKA AMORIM,01/11/2019
2562,Hospedagens,"1.680,16",ERIKA AMORIM,01/11/2019
2563,Passagens Aéreas,"5.780,55",ERIKA AMORIM,01/11/2019
2564,Serviços Gráficos e Editoriais,"5.608,00",ERIKA AMORIM,01/11/2019
2565,Serviços de Telecomunicações - Pacote de Dados,"227,83",ERIKA AMORIM,01/11/2019
2566,Vale-Refeição e Vale-Alimentação,"4.815,00",ERIKA AMORIM,01/11/2019
2567,Combustíveis e Lubrificantes Automotivos,"6.000,00",EVANDRO LEITAO,01/11/2019
2568,Serviços Técnicos Profissionais,"10.440,00",EVANDRO LEITAO,01/11/2019
2569,Serviços de Telecomunicações - Pacote de Dados,"30,90",EVANDRO LEITAO,01/11/2019
2570,Vale-Refeição e Vale-Alimentação,"3.852,00",EVANDRO LEITAO,01/11/2019
2571,Combustíveis e Lubrificantes Automotivos,"6.000,00",FERNANDA PESSOA,01/11/2019
2572,Despesas de Teleprocessamento,"550,00",FERNANDA PESSOA,01/11/2019
2573,Divulgação das Atividades Parlamentares,"9.000,00",FERNANDA PESSOA,01/11/2019
2574,Passagens Terrestres,"7.380,99",FERNANDA PESSOA,01/11/2019
2575,Serviços de Telecomunicações - Pacote de Dados,"823,61",FERNANDA PESSOA,01/11/2019
2576,Vale-Refeição e Vale-Alimentação,"4.815,00",FERNANDA PESSOA,01/11/2019
2577,Combustíveis e Lubrificantes Automotivos,"6.000,00",FERNANDO HUGO,01/11/2019
2578,Passagens Aéreas,"5.258,02",FERNANDO HUGO,01/11/2019
2579,Passagens Terrestres,"291,22",FERNANDO HUGO,01/11/2019
2580,Serviços Técnicos Profissionais,"27.900,00",FERNANDO HUGO,01/11/2019
2581,Serviços de Telecomunicações - Pacote de Dados,"1.305,84",FERNANDO HUGO,01/11/2019
2582,Vale-Refeição e Vale-Alimentação,"1.926,00",FERNANDO HUGO,01/11/2019
2583,Divulgação das Atividades Parlamentares,"8.000,00",FERNANDO SANTANA,01/11/2019
2584,Serviços Técnicos Profissionais,"23.700,00",FERNANDO SANTANA,01/11/2019
2585,Serviços de Comunicação em Geral,"3,90",FERNANDO SANTANA,01/11/2019
2586,Serviços de Telecomunicações - Pacote de Dados,"541,14",FERNANDO SANTANA,01/11/2019
2587,Vale-Refeição e Vale-Alimentação,"4.333,50",FERNANDO SANTANA,01/11/2019
2588,Assinaturas de Periódicos e Anuidades,"432,44",GUILHERME LANDIM,01/11/2019
2589,Combustíveis e Lubrificantes Automotivos,"6.000,00",GUILHERME LANDIM,01/11/2019
2590,Convênio com Plano de Saúde,"1.908,81",GUILHERME LANDIM,01/11/2019
2591,Divulgação das Atividades Parlamentares,"7.600,00",GUILHERME LANDIM,01/11/2019
2592,Serviços Técnicos Profissionais,"14.000,00",GUILHERME LANDIM,01/11/2019
2593,Serviços de Comunicação em Geral,"14,20",GUILHERME LANDIM,01/11/2019
2594,Serviços de Telecomunicações - Pacote de Dados,"63,53",GUILHERME LANDIM,01/11/2019
2595,Vale-Refeição e Vale-Alimentação,"4.815,00",GUILHERME LANDIM,01/11/2019
2596,Assinaturas de Periódicos e Anuidades,"465,57",HEITOR FERRER,01/11/2019
2597,Combustíveis e Lubrificantes Automotivos,"4.000,00",HEITOR FERRER,01/11/2019
2598,Convênio com Plano de Saúde,"3.887,36",HEITOR FERRER,01/11/2019
2599,Despesas de Teleprocessamento,"744,36",HEITOR FERRER,01/11/2019
2600,Divulgação das Atividades Parlamentares,"2.000,00",HEITOR FERRER,01/11/2019
2601,Serviços Gráficos e Editoriais,"14.175,00",HEITOR FERRER,01/11/2019
2602,Serviços de Telecomunicações,"23,39",HEITOR FERRER,01/11/2019
2603,Serviços de Telecomunicações - Pacote de Dados,"375,72",HEITOR FERRER,01/11/2019
2604,Vale-Refeição e Vale-Alimentação,"4.812,11",HEITOR FERRER,01/11/2019
2605,Combustíveis e Lubrificantes Automotivos,"6.000,00",JEOVA MOTA,01/11/2019
2606,Divulgação das Atividades Parlamentares,"8.000,00",JEOVA MOTA,01/11/2019
2607,Serviços Técnicos Profissionais,"28.980,00",JEOVA MOTA,01/11/2019
2608,Vale-Refeição e Vale-Alimentação,"4.815,00",JEOVA MOTA,01/11/2019
2609,Combustíveis e Lubrificantes Automotivos,"6.000,00",JOAO JAIME,01/11/2019
2610,Divulgação das Atividades Parlamentares,"500,00",JOAO JAIME,01/11/2019
2611,Hospedagens,"5.186,02",JOAO JAIME,01/11/2019
2612,Locação de Veículos,"2.380,00",JOAO JAIME,01/11/2019
2613,Serviços Técnicos Profissionais,"27.000,00",JOAO JAIME,01/11/2019
2614,Vale-Refeição e Vale-Alimentação,"3.852,00",JOAO JAIME,01/11/2019
2615,Combustíveis e Lubrificantes Automotivos,"6.000,00",LEONARDO PINHEIRO,01/11/2019
2616,Divulgação das Atividades Parlamentares,"400,00",LEONARDO PINHEIRO,01/11/2019
2617,Serviços Técnicos Profissionais,"28.440,00",LEONARDO PINHEIRO,01/11/2019
2618,Vale-Refeição e Vale-Alimentação,"3.370,50",LEONARDO PINHEIRO,01/11/2019
2619,Combustíveis e Lubrificantes Automotivos,"6.000,00",LUCILVIO GIRAO,01/11/2019
2620,Convênio com Plano de Saúde,"3.551,93",LUCILVIO GIRAO,01/11/2019
2621,Serviços Técnicos Profissionais,"19.980,00",LUCILVIO GIRAO,01/11/2019
2622,Serviços de Telecomunicações - Pacote de Dados,"113,24",LUCILVIO GIRAO,01/11/2019
2623,Vale-Refeição e Vale-Alimentação,"2.407,50",LUCILVIO GIRAO,01/11/2019
2624,Combustíveis e Lubrificantes Automotivos,"6.000,00",MANOEL DUCA,01/11/2019
2625,Divulgação das Atividades Parlamentares,"2.500,00",MANOEL DUCA,01/11/2019
2626,Serviços Técnicos Profissionais,"20.780,00",MANOEL DUCA,01/11/2019
2627,Vale-Refeição e Vale-Alimentação,"1.877,85",MANOEL DUCA,01/11/2019
2628,Combustíveis e Lubrificantes Automotivos,"6.000,00",MARCOS SOBREIRA,01/11/2019
2629,Divulgação das Atividades Parlamentares,"8.000,00",MARCOS SOBREIRA,01/11/2019
2630,Hospedagens,"1.590,53",MARCOS SOBREIRA,01/11/2019
2631,Passagens Aéreas,"2.032,93",MARCOS SOBREIRA,01/11/2019
2632,Passagens Terrestres,"794,98",MARCOS SOBREIRA,01/11/2019
2633,Serviços de Comunicação em Geral,"460,03",MARCOS SOBREIRA,01/11/2019
2634,Serviços de Telecomunicações - Pacote de Dados,"31,90",MARCOS SOBREIRA,01/11/2019
2635,Vale-Refeição e Vale-Alimentação,"4.815,00",MARCOS SOBREIRA,01/11/2019
2636,Combustíveis e Lubrificantes Automotivos,"6.000,00",MOISES BRAZ,01/11/2019
2637,Convênio com Plano de Saúde,"3.851,97",MOISES BRAZ,01/11/2019
2638,Despesas de Teleprocessamento,"569,90",MOISES BRAZ,01/11/2019
2639,Divulgação das Atividades Parlamentares,"2.600,00",MOISES BRAZ,01/11/2019
2640,Locação de Veículos,"13.400,00",MOISES BRAZ,01/11/2019
2641,Serviços de Telecomunicações - Pacote de Dados,"580,89",MOISES BRAZ,01/11/2019
2642,Vale-Refeição e Vale-Alimentação,"4.066,27",MOISES BRAZ,01/11/2019
2643,Combustíveis e Lubrificantes Automotivos,"6.000,00",NELINHO,01/11/2019
2644,Convênio com Plano de Saúde,"799,97",NELINHO,01/11/2019
2645,Despesas de Teleprocessamento,"841,25",NELINHO,01/11/2019
2646,Divulgação das Atividades Parlamentares,"5.000,00",NELINHO,01/11/2019
2647,Locação de Veículos,"5.100,00",NELINHO,01/11/2019
2648,Passagens Aéreas,"352,04",NELINHO,01/11/2019
2649,Passagens Terrestres,"90,73",NELINHO,01/11/2019
2650,Serviços Gráficos e Editoriais,"5.193,76",NELINHO,01/11/2019
2651,Serviços Técnicos Profissionais,"7.200,00",NELINHO,01/11/2019
2652,Vale-Refeição e Vale-Alimentação,"963,00",NELINHO,01/11/2019
2653,Despesas de Teleprocessamento,"115,42",NEZINHO FARIAS,01/11/2019
2654,Divulgação das Atividades Parlamentares,"7.000,00",NEZINHO FARIAS,01/11/2019
2655,Locação de Veículos,"12.750,00",NEZINHO FARIAS,01/11/2019
2656,Serviços de Comunicação em Geral,"44,85",NEZINHO FARIAS,01/11/2019
2657,Serviços de Telecomunicações - Pacote de Dados,"500,37",NEZINHO FARIAS,01/11/2019
2658,Vale-Refeição e Vale-Alimentação,"4.815,00",NEZINHO FARIAS,01/11/2019
2659,Combustíveis e Lubrificantes Automotivos,"5.000,00",NIZO COSTA,01/11/2019
2660,Convênio com Plano de Saúde,"1.996,05",NIZO COSTA,01/11/2019
2661,Despesas de Teleprocessamento,"134,80",NIZO COSTA,01/11/2019
2662,Divulgação das Atividades Parlamentares,"8.000,00",NIZO COSTA,01/11/2019
2663,Hospedagens,"524,00",NIZO COSTA,01/11/2019
2664,Locação de Veículos,"10.200,00",NIZO COSTA,01/11/2019
2665,Passagens Aéreas,"525,95",NIZO COSTA,01/11/2019
2666,Serviços de Telecomunicações - Pacote de Dados,"200,40",NIZO COSTA,01/11/2019
2667,Vale-Refeição e Vale-Alimentação,"4.718,70",NIZO COSTA,01/11/2019
2668,Combustíveis e Lubrificantes Automotivos,"6.000,00",ORIEL NUNES FILHO,01/11/2019
2669,Divulgação das Atividades Parlamentares,"8.000,00",ORIEL NUNES FILHO,01/11/2019
2670,Serviços Técnicos Profissionais,"12.780,00",ORIEL NUNES FILHO,01/11/2019
2671,Vale-Refeição e Vale-Alimentação,"4.815,00",ORIEL NUNES FILHO,01/11/2019
2672,Combustíveis e Lubrificantes Automotivos,"1.500,00",PATRICIA AGUIAR,01/11/2019
2673,Divulgação das Atividades Parlamentares,"11.000,00",PATRICIA AGUIAR,01/11/2019
2674,Serviços Técnicos Profissionais,"14.580,00",PATRICIA AGUIAR,01/11/2019
2675,Serviços de Comunicação em Geral,"78,68",PATRICIA AGUIAR,01/11/2019
2676,Serviços de Telecomunicações - Pacote de Dados,"1.593,09",PATRICIA AGUIAR,01/11/2019
2677,Vale-Refeição e Vale-Alimentação,"4.815,00",PATRICIA AGUIAR,01/11/2019
2678,Combustíveis e Lubrificantes Automotivos,"6.000,00",QUEIROZ FILHO,01/11/2019
2679,Convênio com Plano de Saúde,"1.490,56",QUEIROZ FILHO,01/11/2019
2680,Divulgação das Atividades Parlamentares,"5.000,00",QUEIROZ FILHO,01/11/2019
2681,Hospedagens,"1.417,78",QUEIROZ FILHO,01/11/2019
2682,Locação de Aeronaves,"18.967,70",QUEIROZ FILHO,01/11/2019
2683,Passagens Aéreas,"21.490,37",QUEIROZ FILHO,01/11/2019
2684,Vale-Refeição e Vale-Alimentação,"4.815,00",QUEIROZ FILHO,01/11/2019
2685,Combustíveis e Lubrificantes Automotivos,"2.600,00",RENATO ROSENO,01/11/2019
2686,Convênio com Plano de Saúde,"1.606,69",RENATO ROSENO,01/11/2019
2687,Despesas de Teleprocessamento,"281,35",RENATO ROSENO,01/11/2019
2688,Locação de Veículos,"5.222,01",RENATO ROSENO,01/11/2019
2689,Passagens Aéreas,"8.131,40",RENATO ROSENO,01/11/2019
2690,Passagens Terrestres,"2.333,03",RENATO ROSENO,01/11/2019
2691,Serviços de Comunicação em Geral,"103,76",RENATO ROSENO,01/11/2019
2692,Serviços de Telecomunicações - Pacote de Dados,"33,90",RENATO ROSENO,01/11/2019
2693,Vale-Refeição e Vale-Alimentação,"4.815,00",RENATO ROSENO,01/11/2019
2694,Combustíveis e Lubrificantes Automotivos,"700,00",ROMEU ALDIGUERI,01/11/2019
2695,Convênio com Plano de Saúde,"2.233,08",ROMEU ALDIGUERI,01/11/2019
2696,Divulgação das Atividades Parlamentares,"1.000,00",ROMEU ALDIGUERI,01/11/2019
2697,Serviços Técnicos Profissionais,"13.040,00",ROMEU ALDIGUERI,01/11/2019
2698,Vale-Refeição e Vale-Alimentação,"4.815,00",ROMEU ALDIGUERI,01/11/2019
2699,Combustíveis e Lubrificantes Automotivos,"6.000,00",SALMITO,01/11/2019
2700,Locação de Veículos,"9.350,00",SALMITO,01/11/2019
2701,Passagens Aéreas,"5.633,38",SALMITO,01/11/2019
2702,Serviços de Telecomunicações - Pacote de Dados,"239,47",SALMITO,01/11/2019
2703,Vale-Refeição e Vale-Alimentação,"4.815,00",SALMITO,01/11/2019
2704,Combustíveis e Lubrificantes Automotivos,"6.000,00",SERGIO AGUIAR,01/11/2019
2705,Despesas de Teleprocessamento,"5.000,00",SERGIO AGUIAR,01/11/2019
2706,Divulgação das Atividades Parlamentares,"5.700,00",SERGIO AGUIAR,01/11/2019
2707,Hospedagens,"616,00",SERGIO AGUIAR,01/11/2019
2708,Passagens Aéreas,"2.261,46",SERGIO AGUIAR,01/11/2019
2709,Passagens Terrestres,"268,04",SERGIO AGUIAR,01/11/2019
2710,Seguros em Geral,"1.049,81",SERGIO AGUIAR,01/11/2019
2711,Serviços Técnicos Profissionais,"3.000,00",SERGIO AGUIAR,01/11/2019
2712,Serviços de Comunicação em Geral,"89,70",SERGIO AGUIAR,01/11/2019
2713,Serviços de Telecomunicações,"21,79",SERGIO AGUIAR,01/11/2019
2714,Serviços de Telecomunicações - Pacote de Dados,"1.623,51",SERGIO AGUIAR,01/11/2019
2715,Vale-Refeição e Vale-Alimentação,"4.815,00",SERGIO AGUIAR,01/11/2019
2716,Combustíveis e Lubrificantes Automotivos,"6.000,00",SOLDADO NOELIO,01/11/2019
2717,Divulgação das Atividades Parlamentares,"8.000,00",SOLDADO NOELIO,01/11/2019
2718,Locação de Veículos,"7.140,00",SOLDADO NOELIO,01/11/2019
